Key,Summary,Status,Priority,Affected Versions
HIVE-22961,Drop function in Hive should not send request for drop database to Ranger plugin. ,Closed,Major,4.0.0
HIVE-22955,PreUpgradeTool can fail because access to CharsetDecoder is not synchronized,Resolved,Major,4.0.0
HIVE-22951,Fix invalid repo url in pom,Closed,Major,4.0.0
HIVE-22950,Fix invalid repo url in pom,Resolved,Major,4.0.0
HIVE-22948,QueryCache: Treat query cache locations as temporary storage,Closed,Major,"3.1.2, 4.0.0"
HIVE-22945,Hive ACID Data Corruption: Update command mess the other column data and produces incorrect result,Resolved,Critical,3.2.0
HIVE-22905,"Transaction is not aborted when query cancelled, only when session is closed",Closed,Major,3.1.2
HIVE-22903,Vectorized row_number() resets the row number after one batch in case of constant expression in partition clause,Closed,Major,4.0.0
HIVE-22901,Variable substitution can lead to OOM on circular references,Closed,Major,3.1.2
HIVE-22898,CharsetDecoder race condition in OrcRecordUpdater ,Closed,Major,4.0.0
HIVE-22880,ACID: All delete event readers should ignore ORC SARGs,Closed,Blocker,4.0.0
HIVE-22877,Fix decimal boundary check for casting to Decimal64,Closed,Major,4.0.0
HIVE-22853,Allow JDBC FetchSize to Be Set in Beeline,Closed,Major,4.0.0
HIVE-22826, ALTER TABLE RENAME COLUMN doesn't update list of bucketed column names,Closed,Major,4.0.0
HIVE-22824,JoinProjectTranspose rule should skip Projects containing windowing expression,Closed,Major,4.0.0
HIVE-22807,NoSuchMethodError when running hive or schematool,Resolved,Major,3.1.2
HIVE-22769,Incorrect query results and query failure during split generation for compressed text files,Closed,Critical,"3.1.0, 3.0.0"
HIVE-22758,Create database with permission error when doas set to true,Closed,Critical,"3.1.0, 3.0.0"
HIVE-22739,Schematool should check if upgradeFrom version is identical to current DB schema version,Closed,Major,4.0.0
HIVE-22712,ReExec Driver execute submit the query in default queue irrespective of user defined queue,Closed,Major,3.1.2
HIVE-22710,OOM Exception when enable CBO,Resolved,Major,"3.1.0, 3.1.2"
HIVE-22708,Test fix for http transport,Closed,Major,4.0.0
HIVE-22693,Modify fs.defaultFS. The location of the new table does not change. It is still the value of fs.defaultFS before modification,Resolved,Major,3.1.0
HIVE-22687,Query hangs indefinitely if LLAP daemon registers after the query is submitted,Closed,Major,3.1.0
HIVE-22670,ArrayIndexOutOfBoundsException when vectorized reader is used for reading a parquet file,Closed,Major,"2.3.6, 3.1.2"
HIVE-22664, Error while waiting for Remote Spark Driver to connect back to HiveServer2,Resolved,Major,2.1.1
HIVE-22663,Quote all table and column names or do not quote any,Closed,Major,4.0.0
HIVE-22639,Bucket file name does not match bucket id after query based major compaction,Resolved,Major,"3.1.0, 3.0.0"
HIVE-22636,Data loss on skewjoin for ACID tables.,Resolved,Blocker,4.0.0
HIVE-22633,GroupByOperator may throw NullPointerException when setting data skew optimization parameters,Resolved,Major,"3.1.0, 3.1.1, 4.0.0"
HIVE-22601,Some columns will be lost when a UDTF has multiple aliases in some cases,Resolved,Major,"2.1.1, 2.2.0, 2.3.6, 3.1.2"
HIVE-22578,CBO genOPTree is not failsafe for CTAS and VIEW statements,Closed,Major,"3.0.0, 3.1.2"
HIVE-22566,Drop table involved in materialized view leaves the table in inconsistent state,Closed,Minor,3.1.0
HIVE-22555,Upgrade ORC version to 1.5.8,Closed,Major,4.0.0
HIVE-22546,Postgres schema not using quoted identifiers for certain tables,Closed,Major,4.0.0
HIVE-22544,Disable null sort order at user level,Closed,Minor,4.0.0
HIVE-22537,getAcidState() not saving directory snapshot causes multiple calls to S3 api,Closed,Major,4.0.0
HIVE-22527,Hive on Tez : Job of merging small files will be submitted into another queue (default queue),Closed,Blocker,"3.1.0, 3.1.1"
HIVE-22522,llap doesn't work using complex join operation,Resolved,Major,3.1.1
HIVE-22514,HiveProtoLoggingHook might consume lots of memory,Closed,Major,4.0.0
HIVE-22480,IndexOutOfBounds exception while reading ORC files written with empty positions list in first row index entry,Resolved,Major,"1.2.2, 2.3.6"
HIVE-22461,NPE Metastore Transformer,Closed,Major,3.1.2
HIVE-22453,Describe table unnecessarily fetches partitions,Closed,Minor,"2.3.6, 3.1.2"
HIVE-22420,DbTxnManager.stopHeartbeat() should be thread-safe,Closed,Major,3.1.0
HIVE-22412,StatsUtils throw NPE when explain,Closed,Major,"1.2.1, 2.0.0, 3.0.0"
HIVE-22410,CachedStore Prewarm Failure NPE,Resolved,Major,"2.3.7, 3.1.2"
HIVE-22408,The fix for CALCITE-2991 creates wrong results on edge case,Closed,Major,3.1.2
HIVE-22407,Hive metastore upgrade scripts have incorrect (or outdated) comment syntax,Closed,Major,"3.1.2, 4.0.0"
HIVE-22400,UDF minute with time returns NULL,Closed,Minor,3.1.0
HIVE-22393,"HiveStreamingConnection: Exception in beginTransaction causes AbstractRecordWriter to throw NPE, covering up real exception",Closed,Major,3.1.2
HIVE-22375,ObjectStore.lockNotificationSequenceForUpdate is leaking query in case of error,Closed,Minor,4.0.0
HIVE-22373,File Merge tasks fail when containers are reused,Closed,Major,3.1.2
HIVE-22368,Hive JDBC Storage Handler: some mysql data type can not be cast to hive data type,Closed,Major,"3.1.0, 3.1.1, 4.0.0"
HIVE-22360,MultiDelimitSerDe returns wrong results in last column when the loaded file has more columns than those in table schema,Closed,Major,4.0.0
HIVE-22351,Fix incorrect threaded ObjectStore usage in TestObjectStore,Closed,Major,4.0.0
HIVE-22344,I can't run hive in command line,Resolved,Blocker,3.1.2
HIVE-22336,Updates should be pushed to the Metastore backend DB before creating the notification event,Closed,Major,4.0.0
HIVE-22325,variable expansion doesn't work in beeline-site.xml,Closed,Major,"3.1.0, 3.1.1, 3.1.2"
HIVE-22317,Beeline-site parser does not handle the variable substitution correctly,Closed,Major,4.0.0
HIVE-22313,"Some of the HMS auth LDAP hive config names do not start with ""hive.""",Resolved,Major,4.0.0
HIVE-22301,Hive lineage is not generated for insert overwrite queries on partitioned tables,Closed,Major,3.1.2
HIVE-22290,ObjectStore.cleanWriteNotificationEvents and ObjectStore.cleanupEvents OutOfMemory on large number of pending events,Resolved,Major,4.0.0
HIVE-22268,schematool references wrong scripts directory,Resolved,Major,"2.3.6, 3.1.2"
HIVE-22255,Hive don't trigger Major Compaction automatically if table contains only base files ,Resolved,Major,3.1.2
HIVE-22247,HiveHFileOutputFormat throws FileNotFoundException when partition's task output empty,Resolved,Major,"2.2.0, 3.0.0"
HIVE-22227,Tez bucket pruning produces wrong result with shared work optimization,Closed,Major,4.0.0
HIVE-22208,Column name with reserved keyword is unescaped when query including join on table with mask column is re-written,Closed,Critical,"3.1.0, 4.0.0"
HIVE-22207,"Tez: SplitGenerator throws NumberFormatException when ""dfs.block.size"" on cluster is ""128m""",Closed,Major,"2.1.0, 3.1.0"
HIVE-22201,ConvertJoinMapJoin#checkShuffleSizeForLargeTable throws ArrayIndexOutOfBoundsException if no big table is selected,Closed,Major,3.0.0
HIVE-22197,Common Merge join throwing class cast exception ,Closed,Major,4.0.0
HIVE-22196,Socket timeouts happen when other drivers set DriverManager.loginTimeout,Resolved,Major,"1.2.1, 2.0.0, 3.1.2"
HIVE-22190,Class HiveMetaStoreClient fails to instantiate when running on Java 11,Closed,Major,"2.3.6, 3.1.2"
HIVE-22178,Parquet FilterPredicate throws CastException after SchemaEvolution.,Closed,Major,3.1.0
HIVE-22173,Query with multiple lateral views hangs during compilation,Closed,Critical,"3.1.1, 4.0.0-alpha-1"
HIVE-22170,from_unixtime and unix_timestamp should use user session time zone,Closed,Major,"3.1.0, 3.1.1, 3.1.2, 3.2.0, 4.0.0"
HIVE-22165,Synchronisation introduced by HIVE-14296 on SessionManager.closeSession causes high latency in a busy hive server,Closed,Major,"2.1.0, 2.3.2"
HIVE-22164,Vectorized Limit operator returns wrong number of results with offset,Closed,Major,4.0.0
HIVE-22162,MVs are not using ACID tables by default,Closed,Major,3.1.2
HIVE-22161,UDF: FunctionRegistry synchronizes on org.apache.hadoop.hive.ql.udf.UDFType class,Closed,Major,"1.2.2, 3.1.2, 4.0.0"
HIVE-22134,Hive 3.1 driver includes org.glassfish.jersey.* which can interfer with an application,Closed,Major,3.1.0
HIVE-22129,Hive 3.1 standalone JAR includes Microsoft SQL Server JDBC driver,Closed,Major,3.1.0
HIVE-22124,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions with limit,Resolved,Major,4.0.0
HIVE-22121,Turning on hive.tez.bucket.pruning produce wrong results,Closed,Major,"3.1.0, 4.0.0"
HIVE-22120,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions,Closed,Major,4.0.0
HIVE-22114,insert query for partitioned insert only table failing when all buckets are empty,Closed,Major,3.1.0
HIVE-22113,Prevent LLAP shutdown on AMReporter related RuntimeException,Resolved,Major,3.1.1
HIVE-22110,Initialize ReplChangeManager before starting actual dump,Closed,Major,4.0.0
HIVE-22109,Hive.renamePartition expects catalog name to be set instead of using default,Closed,Major,4.0.0
HIVE-22108,Cannot use structured field in a window function for a text table,Resolved,Major,3.0.0
HIVE-22107,Correlated subquery producing wrong schema,Closed,Major,4.0.0
HIVE-22093,JdbcStorageHandler query mysql with wrong offset,Resolved,Major,2.3.5
HIVE-22080,Prevent implicit conversion from String/char/varchar to double/decimal,Closed,Minor,4.0.0
HIVE-22076,JDK11: Remove ParallelGC in debug.sh,Closed,Minor,4.0.0
HIVE-22075,Fix the max-reducers=1 regression from HIVE-14200,Closed,Major,"3.1.1, 4.0.0"
HIVE-22056,"Beeline started with -f <script-file>, exit code is 0 even if unable to connect to HS2",Closed,Major,"3.1.0, 3.1.1, 4.0.0"
HIVE-22054,Avoid recursive listing to check if a directory is empty,Closed,Major,"0.13.0, 1.2.0, 2.1.0, 2.3.5, 3.1.1"
HIVE-22045,HIVE-21711 introduced regression in data load,Closed,Major,4.0.0
HIVE-22044,No way to start HiveServer2,Resolved,Trivial,2.3.5
HIVE-22033,HiveServer2: fix delegation token renewal,Closed,Major,2.3.5
HIVE-22009,CTLV with user specified location is not honoured ,Resolved,Major,"3.1.1, 4.0.0"
HIVE-22008,LIKE Operator should match multi-line input ,Closed,Major,"2.3.4, 4.0.0"
HIVE-22007,Do not push unsupported types to specific JDBC sources from Calcite,Closed,Major,4.0.0
HIVE-21999,Add sensitive ABFS configuration properties to HiveConf hidden list,Closed,Major,3.0.0
HIVE-21992,REPL DUMP throws NPE when dumping Create Function event.,Closed,Major,"3.2.0, 4.0.0"
HIVE-21986,HiveServer Web UI: Setting the Strict-Transport-Security in default response header,Closed,Major,3.1.1
HIVE-21976,Offset should be null instead of zero in Calcite HiveSortLimit,Closed,Minor,4.0.0
HIVE-21971,HS2 leaks classloader due to `ReflectionUtils::CONSTRUCTOR_CACHE` with temporary functions + GenericUDF,Closed,Critical,2.3.4
HIVE-21970,Avoid using RegistryUtils.currentUser(),Closed,Major,"3.2.0, 4.0.0"
HIVE-21969,Beeline doesnt support HiveQL,Resolved,Major,2.3.5
HIVE-21966,Llap external client - Arrow Serializer throws ArrayIndexOutOfBoundsException in some cases,Closed,Major,3.1.1
HIVE-21957,Create temporary table like should omit transactional properties,Closed,Major,4.0.0
HIVE-21951,Llap query on external table with header or footer returns incorrect row count.,Resolved,Major,"2.4.0, 3.2.0, 4.0.0"
HIVE-21941,Use checkstyle ruleset in Pre Upgrade Tool project ,Closed,Major,3.1.0
HIVE-21940,Metastore: Postgres text <-> clob mismatch for PARTITION_PARAMS/PARAM_VALUE,Closed,Major,3.2.0
HIVE-21938,Add database and table filter options to PreUpgradeTool,Closed,Blocker,3.1.0
HIVE-21935,Hive Vectorization : degraded performance with vectorize UDF  ,Closed,Major,3.1.1
HIVE-21931,Slow compaction for tiny tables,Resolved,Major,3.1.0
HIVE-21927,HiveServer Web UI: Setting the HttpOnly option in the cookies,Closed,Major,3.1.1
HIVE-21925,HiveConnection retries should support backoff,Closed,Major,"3.2.0, 4.0.0"
HIVE-21917,COMPLETED_TXN_COMPONENTS table is never cleaned up unless Compactor runs,Closed,Major,"3.1.0, 3.1.1"
HIVE-21913,GenericUDTFGetSplits should handle usernames in the same way as LLAP,Closed,Major,"3.2.0, 4.0.0"
HIVE-21902,HiveServer2 UI: jetty response header needs X-Frame-Options,Closed,Major,3.1.0
HIVE-21901,Join queries across different datasources (Druid and JDBC StorageHandler),Resolved,Major,3.1.1
HIVE-21897,Setting serde / serde properties for partitions,Closed,Major,3.1.1
HIVE-21896,SHOW FUNCTIONS / SHOW FUNCTIONS LIKE - clarify,Closed,Major,3.1.1
HIVE-21892,Trusted domain authentication should look at X-Forwarded-For header as well,Closed,Major,4.0.0
HIVE-21880,Enable flaky test TestReplicationScenariosAcidTablesBootstrap.testBootstrapAcidTablesDuringIncrementalWithConcurrentWrites.,Resolved,Major,4.0.0
HIVE-21879,Disable flaky test TestReplicationScenariosAcidTablesBootstrap.testBootstrapAcidTablesDuringIncrementalWithConcurrentWrites.,Closed,Major,4.0.0
HIVE-21873,Hive Cann't drop table in different hdfs clusters,Resolved,Major,"2.3.0, 2.3.1, 2.3.2, 2.3.3, 2.3.4, 2.3.5"
HIVE-21864,LlapBaseInputFormat#closeAll() throws ConcurrentModificationException,Closed,Major,3.1.1
HIVE-21862,ORC ppd produces wrong result with timestamp,Closed,Major,4.0.0
HIVE-21850,branch-3 metastore installation installs wrong version,Resolved,Major,3.2.0
HIVE-21837,MapJoin is throwing exception when selected column is having completely null values,Closed,Major,3.0.0
HIVE-21831,Stats should be reset correctly during load of a partitioned ACID table,Closed,Major,"3.1.0, 3.0.0, 3.1.1"
HIVE-21829,HiveMetaStore authorization issue with AlterTable and DropTable events,Closed,Critical,3.1.2
HIVE-21826,Backport HIVE-21786 to branch-3,Resolved,Major,3.2.0
HIVE-21825,Improve client error msg when Active/Passive HA is enabled,Closed,Major,"3.2.0, 4.0.0"
HIVE-21821,Backport HIVE-21739 to branch-3.1,Closed,Major,3.1.1
HIVE-21811,Load data into partitioned table throws NPE if DB is enabled for replication.,Closed,Major,4.0.0
HIVE-21809,Backport HIVE-21786 to branch-2.3,Closed,Major,2.3.5
HIVE-21808,Backport HIVE-21786 to branch-3.1,Closed,Major,3.1.1
HIVE-21806,Renaming a table to another db does not handle Impala stats in partitoned tables,Resolved,Major,3.1.0
HIVE-21803,"The result of ""insert overwrite table"" is inconsistent with the original table",Resolved,Major,2.3.0
HIVE-21791,Fix Surrogate Key issue for insert with select with limit operations,Closed,Major,3.1.1
HIVE-21786,Update repo URLs in poms,Closed,Major,"2.3.5, 3.1.1, 4.0.0"
HIVE-21778,"CBO: ""Struct is not null"" gets evaluated as `nullable` always causing filter miss in the query",Closed,Major,"2.3.5, 4.0.0"
HIVE-21776,Replication fails to replicate a UDF with jar on HDFS during incremental,Closed,Major,4.0.0
HIVE-21768,JDBC: Strip the default union prefix for un-enclosed UNION queries,Closed,Major,"3.1.1, 4.0.0"
HIVE-21758,DBInstall tests broken on master and branch-3.1,Closed,Major,3.1.1
HIVE-21756,Backport HIVE-21404 to branch-3: MSSQL upgrade script alters the wrong column,Closed,Major,3.1.1
HIVE-21755,Backport HIVE-21462 to branch-3: Upgrading SQL server backed metastore when changing data type of a column with constraints,Closed,Major,3.1.1
HIVE-21753,Update HiveMetastore authorization to enable use of HiveAuthorizer implementation,Closed,Critical,3.1.2
HIVE-21750,INSERT OVERWRITE with empty result set does not clear transactional table,Resolved,Critical,4.0.0
HIVE-21742,Vectorization: CASE result type casting,Closed,Major,3.1.1
HIVE-21741,Backport HIVE-20221 & related fix HIVE-20833 to branch-3: Increase column width for partition_params,Resolved,Major,3.1.1
HIVE-21730,HiveStatement.getQueryId throws TProtocolException when response is null.,Closed,Major,4.0.0
HIVE-21729,Arrow serializer sometimes shifts timestamp by one second,Closed,Major,4.0.0
HIVE-21722,REPL:: logs are missing in hiveStatement.getQueryLog output during parallel execution mode.,Closed,Major,4.0.0
HIVE-21717,Rename is failing for directory in move task ,Closed,Major,4.0.0
HIVE-21711,Regression caused by HIVE-21279 for blobstorage fs,Closed,Major,4.0.0
HIVE-21706,REPL Dump with concurrent drop of external table fails with InvalidTableException.,Closed,Major,4.0.0
HIVE-21702,Queries with filter on a partition column fail when using standalone metastore,Resolved,Major,3.1.0
HIVE-21700,Hive incremental load going OOM while adding load task to the leaf nodes of the DAG.,Closed,Major,4.0.0
HIVE-21698,TezSessionState#ensureLocalResources() causes IndexOutOfBoundsException while localizing resources,Closed,Major,3.1.1
HIVE-21694,Hive driver wait time is fixed for task getting executed in parallel.,Closed,Major,4.0.0
HIVE-21686,Brute Force eviction can lead to a random uncontrolled eviction pattern.,Closed,Major,3.1.1
HIVE-21677,Using strict managed tables for ACID table testing (Replication tests),Closed,Major,4.0.0
HIVE-21675,CREATE VIEW IF NOT EXISTS broken,Closed,Critical,3.1.1
HIVE-21669,HS2 throws NPE when HiveStatement.getQueryId is invoked and query is closed concurrently.,Closed,Major,4.0.0
